business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.RestaurantsTableService,attributes.WiFi,attributes.BikeParking,attributes.BusinessParking,attributes.BusinessAcceptsCreditCards,attributes.RestaurantsReservations,attributes.WheelchairAccessible,attributes.Caters,attributes.OutdoorSeating,attributes.RestaurantsGoodForGroups,attributes.HappyHour,attributes.BusinessAcceptsBitcoin,attributes.RestaurantsPriceRange2,attributes.Ambience,attributes.HasTV,attributes.Alcohol,attributes.GoodForMeal,attributes.DogsAllowed,attributes.RestaurantsTakeOut,attributes.NoiseLevel,attributes.RestaurantsAttire,attributes.RestaurantsDelivery,attributes.GoodForKids,attributes.ByAppointmentOnly,attributes.AcceptsInsurance,attributes.HairSpecializesIn,attributes.GoodForDancing,attributes.BestNights,attributes.Music,attributes.BYOB,attributes.CoatCheck,attributes.Smoking,attributes.DriveThru,attributes.BYOBCorkage,attributes.Corkage,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,attributes.Open24Hours,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
ohnndLYB5D5smn6RWZb-JA,Greek Village,301 NW Murray Blvd,Portland,OR,97229,45.520945,-122.816552,3.5,60,1,"Bars, American (Traditional), Breakfast & Brunch, Cocktail Bars, Nightlife, Restaurants, Dive Bars",NA,u'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,NA,NA,True,True,True,NA,1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,u'full_bar',NA,NA,True,u'loud',NA,True,NA,NA,NA,NA,NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}","{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': None, 'video': False, 'karaoke': None}",NA,False,NA,NA,NA,NA,NA,NA,NA,NA,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30
tijE1ru4G5wIVc0tUVS2cQ,Taste of Poland,"Cartlandia, 4262 SE Belmont",Portland,OR,97215,45.5161907613,-122.6180938393,4.5,7,0,"Food, Polish, Restaurants, Food Stands, Food Trucks",False,'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,False,True,True,NA,NA,1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,True,'average','casual',False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,NA
Z2_YCOYFwjKD5UGvykSfqw,Subway,3626 SW Bond Ave,Portland,OR,97239,45.4966315356,-122.6706405,2.5,35,1,"Restaurants, Sandwiches, Fast Food",NA,'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,True,True,True,NA,NA,1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,'none',NA,NA,True,'average',u'casual',None,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
UOwcwNqRDkxxbDTU450zoQ,Long Do Thai Food Cart,6550 N Interstate Ave,Portland,OR,97217,45.5706784,-122.681777,5,114,1,"Thai, Food Trucks, Food, Restaurants",False,NA,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,False,True,True,NA,NA,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,NA,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,True,NA,u'casual',False,True,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,15:30-19:0,15:30-19:0,15:30-19:0,15:30-19:0,15:30-19:0
ENwBByjpoa5Gg7tKgxqwLg,Javier's Taco Shop,121 N Lombard,Portland,OR,97217,45.5774677,-122.6680447,3,260,1,"Mexican, Restaurants",False,u'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,True,False,True,NA,NA,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,u'none',"{'dessert': False, 'latenight': True, 'lunch': None, 'dinner': None, 'brunch': None, 'breakfast': None}",NA,True,u'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,'yes_free',False,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
W6pGVv-ejvEXNtfi4Ic2eg,Bae’s Fried Chicken,1613 SE Bybee Blvd,Portland,OR,97202,45.4738347617,-122.6496010466,3.5,14,1,"Restaurants, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Ut1ChQd2zaJqSw-KKPwN6w,East Side Deli on SW Jefferson,1755 SW Jefferson St,Portland,OR,97205,45.518041,-122.6922497,4,5,0,"Delis, Sandwiches, Restaurants, Salad",NA,NA,NA,None,NA,False,NA,NA,True,False,NA,NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,True,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,NA,NA
jS7bxd7XyAfbwX3_z8f5Lw,Plate & Pitchfork,,Portland,OR,97282,45.500243,-122.6511908,4.5,5,1,"Party & Event Planning, Event Planning & Services, American (New), Festivals, Restaurants, Venues & Event Spaces, Arts & Entertainment",NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,NA,NA
RltNuGoRFizg5v2y7A8qdg,Happy Espresso,8409 SE 45th Ave,Portland,OR,97222,45.462892367,-122.6160118913,4,6,1,"Food, Restaurants, Coffee & Tea, Sandwiches, Breakfast & Brunch, Juice Bars & Smoothies",False,u'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,True,True,NA,False,False,NA,NA,False,u'none',NA,True,True,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,NA,NA
yJ1g15gwKDaSc9FoXfy1Xg,The Saratoga,6910 N Interstate Ave,Portland,OR,97217,45.5726974,-122.681961,4,20,0,"Restaurants, Nightlife, Bars, American (New)",NA,u'free',NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,False,True,True,NA,NA,1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,u'full_bar',NA,NA,True,u'very_loud',u'casual',False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HuXjy-2f6zSWEddSQBoZ4Q,Bari Food Cart,5205 SE Foster Rd,Portland,OR,97206,45.4957639,-122.6084655,5,54,1,"Food Stands, Food Trucks, Italian, Food, Restaurants",NA,'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,NA,True,True,NA,NA,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,True,u'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13:30-20:0,13:30-20:0,13:30-20:0,13:30-20:0,13:30-19:0
75KateTUjJazpEVGcNcHJQ,Super Burrito Express,9019 N Lombard St,Portland,OR,97203,45.5926822,-122.7569708,3.5,69,1,"Mexican, Restaurants",NA,u'no',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,False,False,True,NA,NA,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,u'none',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,True,'quiet',u'casual',False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
_43Wc6X9d8uWoFU0Iq-bdA,The Pie Spot,521 NE 24th Ave,Portland,OR,97232,45.5269025174,-122.6415528749,4.5,488,1,"Food Stands, Restaurants, Desserts, Food, Cafes",NA,u'free',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,True,None,True,False,NA,1,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,u'beer_and_wine',"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'average',u'casual',True,True,False,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-20:0,8:0-20:0,8:0-15:0,8:0-20:0,11:0-20:0,8:0-20:0
pl0Xk6g4-bbFBPYmnTHQtQ,Equinox Restaurant and Bar,830 N Shaver St,Portland,OR,97227,45.5519962,-122.6751675,3.5,277,0,"Italian, American (New), Restaurants, French, Breakfast & Brunch, Bars, Wine Bars, Nightlife",NA,u'free',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,NA,True,True,True,True,NA,2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,'full_bar',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,True,u'average','casual',False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:0-21:0,16:0-21:0,16:0-22:0,17:0-22:0,9:0-14:0
youvLCFOlb3X_-yYVs2_eA,McDonald's,1831 W Burnside,Portland,OR,97209,45.5231804,-122.6900102652,2,67,1,"Burgers, Coffee & Tea, Food, American (New), Restaurants, Fast Food",False,'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,NA,False,False,True,NA,NA,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,u'none',"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,True,u'loud',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
-_PkwtyXGJEso3BNysrX5g,Sushi Mazi,2126 SE Division St,Portland,OR,97202,45.5046641,-122.6440116,4,240,1,"Buffets, Sushi Bars, Japanese, Soup, Restaurants",NA,u'free',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,True,False,True,True,NA,2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",False,u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,True,u'quiet',u'casual',True,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30
69WYJAqhDG5FeYXnZE6gaQ,The Blackwood Cafe,445 NE 70th Ave,Portland,OR,97213,45.5261188,-122.5915691,4.5,21,0,"Bagels, Desserts, Coffee & Tea, Local Flavor, Arts & Entertainment, Nightlife, Food, Jazz & Blues, Beer, Wine & Spirits, Cafes, Restaurants",NA,u'free',NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,NA,True,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,9:0-15:0,NA
uCwNssCRUljNxKDbE1XSzQ,Kitchen Sink Food + Drink,"2250 E Burnside St, Unit C",Portland,OR,97214,45.5226763,-122.6424134,4.5,29,0,"Food, Breakfast & Brunch, Bakeries, Cafes, Restaurants",False,u'free',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,True,True,True,NA,False,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,u'beer_and_wine',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",False,True,NA,'casual',False,True,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-15:0,8:0-15:0,8:0-10:0,8:0-15:0,8:0-15:0,8:0-15:0
VB1HluH8vNIV0-l0CyPSeQ,Davenport,2215 E Burnside St,Portland,OR,97214,45.5229857,-122.6431129,3.5,150,1,"Seafood, American (New), Restaurants, Salad",NA,u'no',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,NA,False,False,False,NA,NA,3,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,False,u'average',u'casual',False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,NA
jJP3KscRp7-YIqn0mOx1Bw,Paiku,7425 N Leavitt Ave,Portland,OR,97203,45.590325,-122.753779,4.5,101,1,"Nightlife, Street Vendors, Restaurants, American (New), Breakfast & Brunch, Comfort Food, Whiskey Bars, Bars, Desserts, Food Trucks, Food",True,NA,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,True,True,True,NA,NA,2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,True,'average','casual',True,True,NA,NA,NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-21:0,8:0-21:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-14:30
c0_qvsDnzs1MVAEThAWJfQ,P's & Q's Market,1301 NE Dekum St,Portland,OR,97211,45.5718727,-122.6514889,4.5,166,1,"Grocery, Restaurants, Food, Delis, Sandwiches",False,u'no',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,True,True,False,NA,False,2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}",True,True,u'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,9:0-21:0,9:0-13:0
kEuZOVE3QO-O3mOFZwzkpw,Le Vieux,1937 NW 23rd Pl,Portland,OR,97210,45.5367057426,-122.7000200047,4.5,58,0,"American (New), Restaurants, Moroccan, Mediterranean, Comfort Food",True,NA,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,NA,NA,True,True,NA,NA,2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",False,u'full_bar',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}",NA,False,u'quiet','casual',False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17:0-21:0,17:0-21:0,17:0-22:0,16:0-22:0,16:0-21:0
Eog02TO3z25YfqlzSclH_g,Tilly's Gelato & More,12515 NW Cornell Rd,Portland,OR,97229,45.5257453,-122.805273,3.5,7,0,"Food, Desserts, Ice Cream & Frozen Yogurt, Restaurants, Sandwiches",NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,NA,True,True,NA,NA,1,NA,NA,u'none',NA,NA,True,NA,u'casual',False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vi6y9vfGONmbn5KkCpPGow,Curbside Kebabs,433-499 SW College St,Portland,OR,97201,45.5093578025,-122.6820377351,3.5,5,0,"Mediterranean, Restaurants",False,'no',True,NA,True,True,NA,False,False,True,NA,NA,2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,True,NA,'casual',False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mnwt_xPVKPl9wBhyVJIXdQ,Rad Fare,3503 N Mississippi Ave,Portland,OR,97227,45.5480322,-122.6758732,5,12,0,"Food Trucks, Burgers, Restaurants, Food, Wraps",NA,NA,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,NA,True,True,NA,NA,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,True,u'average',u'formal',False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
zM8B8ITOWbdFk1x4B7WZOw,Piattino,1140 NW Everett St,Portland,OR,97209,45.5249827,-122.6829354,4,428,1,"Cocktail Bars, Tapas/Small Plates, Italian, Bars, Nightlife, Seafood, Restaurants, Pizza",True,'no',True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True,True,True,NA,2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,u'full_bar',"{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,u'average',u'casual',True,False,NA,NA,NA,False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,NA,NA,NA,NA,True,NA,NA,NA,NA,0:0-0:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,NA
AndnL3Um22jR9hFclKfH8Q,Tall Boy,1080 SE Madison St,Portland,OR,97214,45.5127908,-122.6548734,4.5,35,1,"Food Stands, Food Trucks, Seafood, Food, Fish & Chips, Restaurants",False,'no',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,False,True,False,False,False,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,u'none',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,NA,'casual',True,True,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,False,NA,NA,NA,NA,0:0-0:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0
o4Pk2Ixd-tu3OvmzyWubiA,Stan's Food & Deli,5020 NE 82nd Ave,Portland,OR,97220,45.5595027,-122.5782512,4,6,1,"Convenience Stores, Grocery, Coffee & Tea, Food, Restaurants, Delis",NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,True,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,8:0-0:0,8:0-0:0
GVeZKtkYmhO4S5sywP4xDQ,Dustys Bar & Grill,5902 SE Foster Rd,Portland,OR,97206,45.4920233,-122.6021353,3,12,0,"Nightlife, Restaurants, American (New), Bars",NA,u'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,NA,False,True,True,True,NA,1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,u'full_bar',NA,NA,True,u'average',u'casual',False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEJ2WBYtyhBbQtaZ7q6P7w,Crema Coffee + Bakery,2728 SE Ankeny St,Portland,OR,97214,45.5220106,-122.637471,4,447,1,"Food, Restaurants, Coffee & Tea, Bakeries",NA,'free',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,False,True,NA,NA,NA,1,NA,NA,NA,NA,NA,True,NA,NA,True,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,6:30-14:0,6:30-18:0,6:30-14:0,6:30-18:0,6:30-18:0,6:30-18:0
ism3AoO4K6RDprm7_Zs84Q,Quartet,1910 SW River Dr,Portland,OR,97201,45.5084417,-122.6736281,3,84,0,"Local Flavor, Nightlife, Restaurants, Arts & Entertainment, Piano Bars, Jazz & Blues, Steakhouses",NA,u'no',NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,True,NA,True,True,True,True,NA,3,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",True,u'full_bar',NA,NA,False,u'quiet',u'dressy',False,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:0-23:0,15:0-23:0,15:0-23:0,15:0-23:0,15:0-0:0,15:0-0:0,15:0-22:0
yV2WYQZAUx24g83TjJloeA,Yan Zi Lou,"2788 SE 82nd Ave, Ste 103",Portland,OR,97266,45.5023567,-122.5784636,3.5,29,1,"Restaurants, Chinese",True,u'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,False,True,NA,NA,2,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",False,u'beer_and_wine',"{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}",False,True,u'average','casual',False,True,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-22:0
DJicqtXeSf4HFpiCS5-dBA,Erwina's Inasal Filipino Bbq,10634 NE Sandy Blvd,Portland,OR,97220,45.5584627,-122.5529768,4,51,1,"Restaurants, Filipino, Caterers, Asian Fusion, Food, Barbeque, Event Planning & Services, Food Trucks",NA,u'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,NA,True,True,True,NA,False,1,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,u'none',NA,NA,True,'average',u'casual',False,True,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,NA
aI0x0GoUAWMsO2BdsuLvaA,PDX Thai Dining,2801 SE Holgate Blvd,Portland,OR,97202,45.4905331,-122.6373861,4.5,24,1,"Noodles, Restaurants, Soup, Thai",NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:30-21:0,16:30-21:0,16:30-21:0,16:30-21:0,16:30-21:0,12:0-21:0,12:0-21:0
8jATtPdVL4-WuIpjHGHJ1w,Blanchet House of Hospitality,310 NW Glisan St,Portland,OR,97209,45.52651,-122.6743233,3.5,5,1,"Community Service/Non-Profit, Restaurants, Local Services",NA,u'no',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,False,NA,False,False,NA,NA,False,NA,NA,False,u'none',NA,NA,False,NA,NA,False,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,NA
